id_venta,fecha,cliente,ciudad,producto,categoria,cantidad,precio_unitario,descuento,metodo_pago,edad_cliente,vendedor
V1080,08/05/26,Natalia Jiménez,Medellín,Audífonos,TECNOLOGÍA,1,$180.00,5%,Nequi,60,Luisa
V1227,10/06/26,Paula Sánchez,pereira,Monitor,TECNOLOGÍA,2,850000,15%,Daviplata,23,Luisa
V0484,06-02-2026,Luisa Fernández,Dosquebradas,Celular,TECNOLOGÍA,4,1800000,10%,tarjeta,33,Andrés
V0469,26/07/2026,Juliana Morales,Pereira,Agenda,PAPELERÍA,5,25000,0%,Nequi,21,Luisa
V0025,09/03/2026,Mariana Castro,Pereira,Escritorio,Oficina,1,580000,0%,Daviplata,50,Felipe
V1092,2026-05-03,Carlos Vargas,Dosquebradas,Maletín,Accesorios,6,190000,0%,Daviplata,68,Diana
V0949,25-03-2026,Laura Gómez,cartago,Mochila,accesorios,6,140000,0.15,Tarjeta,0,María
V0849,32/01/2026,Sebastián Rojas,pereira,Silla ergonómica,oficina,4,720000,10%,Transferencia,59,Felipe
V1078,2026-01-08,Paula Sánchez,CALI,Escritorio,Oficina,6,580000,0%,Tarjeta,20,Andrés
V0367,10/03/26,Sofía Ramírez,MEDELLÍN,Audífonos,Tecnología,1,180000,,Tarjeta,64,Diana
V0951,24/02/26,Felipe Arias,Cali,Monitor,Tecnología,2,850000,10%,Nequi,43,Diana
V1121,2026/07/25,Mateo Díaz,Medellín,Tablet,Tecnología,5,1100000,0.2,Transferencia,66,Luisa
V0384,12/05/2026,Pedro Ruiz,Armenia,Impresora,Tecnología,1,650000,0%,Efectivo,30,Diana
V0718,17/07/26,Andrés Martínez,Cali,Tablet,Tecnología,2,1100000,15%,Efectivo,69,Carlos
V0455,25/01/2026,Andrés Martínez,Dosquebradas,Tablet,Tecnología,4,1100000,0.2,Nequi,19,Diana
V0265,14-02-2026,Carlos Vargas,armenia,Escritorio,Oficina,4,580000,15%,Daviplata,42,Carlos
V1250,18/04/2026,Gabriela Muñoz,dosquebradas,Escritorio,OFICINA,-3,580000,20%,Nequi,29,Felipe
V0233,29/03/2026,Pedro Ruiz,Medellín,Mochila,accesorios,2,140000,0%,Tarjeta,48,Luisa
V0445,2026/03/28,Alejandro Ortiz,armenia,Maletín,ACCESORIOS,4,190000,5%,Transferencia,38,Felipe
V0396,27-03-2026,Daniel Moreno,MEDELLÍN,Cuaderno,papeleria,4,12000,20%,Transferencia,62,María
V0918,12-07-2026,,pereira,Escritorio,Oficina,3,580000,20%,Daviplata,66,Diana
V0177,05-06-2026,Manuela Cárdenas,Bogota,Silla ergonómica,Oficina,5,720000,0.05,Transferencia,33,Andrés
V0019,2026-05-20,,Manizales,Mochila,Accesorios,6,140000,10%,Daviplata,70,María
V1118,2026-05-09,Luisa Fernández,Bogotá,Silla ergonómica,Oficina,2,720000,0.1,Nequi,18,Felipe
V1238,18/05/26,Juan López,dosquebradas,Tablet,TECNOLOGÍA,4,$1.100.000,0.15,Efectivo,25,Diana
V0922,01/04/26,Santiago Hernández,Bogotá,Celular,Tecnología,4,1800000,10%,Nequi,48,Felipe
V0771,2026/05/05,Valentina Rodríguez,cali,Mochila,ACCESORIOS,6,140000,5%,Daviplata,60,Diana
V0596,2026-02-07,Santiago Hernández,BOGOTA,Tablet,TECNOLOGÍA,3,1100000,0.1,Tarjeta,70,Felipe
V0062,19-03-2026,Mariana Castro,Pereira,Mochila,Accesorios,2,140000,15%,Daviplata,36,Diana
V0273,28-01-2026,Valentina Rodríguez,DOSQUEBRADAS,Celular,Tecnología,2,1800000,15%,Nequi,41,María
V1198,2026/05/26,Sofía Ramírez,dosquebradas,Audífonos,Tecnología,1,180000,5%,Daviplata,64,Diana
V0279,27/04/26,Mariana Castro,MANIZALES,Monitor,Tecnologia,4,99999999,20%,Nequi,36,Felipe
V0953,26/04/26,Santiago Hernández,pereira,Monitor,Tecnologia,3,850000,10%,Efectivo,55,Luisa
V0695,11-06-2026,Sofía Ramírez,Manizales,Escritorio,OFICINA,5,580000,0.15,Efectivo,56,Andrés
V0369,2026-07-01,Gabriela Muñoz,MEDELLÍN,Mouse,TECNOLOGÍA,1,45000,0,Nequi,54,Diana
V1008,2026-04-22,Luisa Fernández,CALI,Tablet,Tecnologia,6,1100000,0%,Nequi,19,Felipe
V0736,13/06/2026,Daniel Moreno,Pereira,Monitor,TECNOLOGÍA,3,850000,0.15,Efectivo,59,Andrés
V0927,17/02/2026,Andrés Martínez,Pereira,Maletín,accesorios,2,190000,0,Efectivo,50,María
V0975,06/01/26,Felipe Arias,Medellín,Tablet,Tecnología,1,1100000,20%,Tarjeta,33,María
V0810,2026/07/14,Pedro Ruiz,Cartago,Audífonos,Tecnología,3,180000,0,Transferencia,56,Andrés
V1156,28/04/2026,Natalia Jiménez,armenia,Impresora,tecnologia,4,$650.00,5%,Nequi,40,María
V0548,14-05-2026,Pedro Ruiz,CARTAGO,Teclado,Tecnología,5,120000,0.2,Efectivo,53,María
V1001,26/02/2026,Santiago Hernández,bogotá,Agenda,Papelería,2,25000,0%,Efectivo,68,María
V0689,06-03-2026,Juan López,armenia,Cuaderno,papeleria,0,-50000,20%,Nequi,29,Carlos
V0739,23-02-2026,Juliana Morales,armenia,Bolígrafo,Papelería,3,$3.50,5%,Daviplata,60,Carlos
V1217,16-03-2026,Diego Restrepo,Pereira,Impresora,Tecnología,2,650000,10%,Transferencia,46,Diana
V0457,30/01/26,Felipe Arias,armenia,Tablet,Tecnologia,1,1100000,5%,Transferencia,65,Carlos
V0394,2026-07-24,Andrés Martínez,Manizales,Celular,tecnologia,6,1800000,0%,Nequi,29,María
V0676,19/05/2026,Daniel Moreno,Bogota,Escritorio,oficina,3,580000,0%,,63,Felipe
V0761,2026-04-26,Natalia Jiménez,dosquebradas,Audífonos,Tecnologia,2,$180.00,0.05,Efectivo,66,Diana
V0463,08/07/2026,Valentina Rodríguez,Medellín,Cuaderno,Papelería,3,12000,15%,Nequi,65,Luisa
V0729,2026/05/06,Alejandro Ortiz,Dosquebradas,Impresora,Tecnología,6,650000,10%,Daviplata,,María
V0420,14/07/26,Diego Restrepo,Pereira,Mouse,Tecnologia,1,45000,20%,Tarjeta,49,Luisa
V0376,2026-05-08,Valentina Rodríguez,CARTAGO,Audífonos,Tecnología,5,$180.00,15%,Efectivo,39,Diana
V0413,2026/05/09,Andrés Martínez,Pereira,Mochila,accesorios,6,140000,20%,Daviplata,18,Diana
V0075,2026/02/01,Pedro Ruiz,cali,Cuaderno,Papelería,4,12000,0.1,Efectivo,21,Carlos
V1194,28/01/2026,Andrés Martínez,armenia,Cuaderno,Papelería,5,12000,10%,Nequi,65,María
V0979,25-02-2026,Valentina Rodríguez,BOGOTA,Monitor,tecnologia,3,$850.00,0%,Daviplata,25,Carlos
V0501,2026-05-19,Santiago Hernández,Pereira,Maletín,ACCESORIOS,2,190000,0.05,Efectivo,51,María
V0907,03/05/26,Camila Torres,Bogotá,Impresora,Tecnología,4,650000,5%,Tarjeta,69,Felipe
V0617,21/04/2026,Andrés Martínez,manizales,Bolígrafo,Papelería,4,3500,5%,Transferencia,35,Diana
V0115,31-01-2026,Luisa Fernández,Pereira,Escritorio,Oficina,2,580000,0,Efectivo,66,Diana
V0418,45/05/2026,Luisa Fernández,Manizales,Bolígrafo,Papelería,5,3500,20%,Tarjeta,48,Carlos
V0602,2026-02-27,Nicolás Quintero,Bogotá,Mochila,accesorios,1,140000,5%,Tarjeta,62,María
V0605,2026-07-01,Santiago Hernández,Dosquebradas,Audífonos,Tecnología,2,180000,15%,Daviplata,26,Carlos
V0944,22/01/26,Luisa Fernández,Bogota,Escritorio,OFICINA,1,99999999,0.2,Efectivo,49,Carlos
V0090,09/02/2026,Paula Sánchez,MANIZALES,Tablet,Tecnologia,2,1100000,5%,Efectivo,46,Felipe
V0933,01/04/26,Andrés Martínez,Pereira,Audífonos,tecnologia,5,180000,20%,Daviplata,40,Andrés
V1221,2026-02-26,Paula Sánchez,Dosquebradas,Laptop,Tecnologia,2,2500000,10%,Daviplata,45,Felipe
V0754,19-02-2026,Valentina Rodríguez,dosquebradas,Bolígrafo,papeleria,5,3500,0.1,Transferencia,62,Felipe
V0499,2026-07-23,Pedro Ruiz,Pereira,Impresora,Tecnología,4,650000,0.2,Daviplata,47,María
V1209,2026/06/18,,MANIZALES,Tablet,Tecnología,4,1100000,0.05,Nequi,36,Felipe
V1004,02/06/26,Pedro Ruiz,Dosquebradas,Mochila,accesorios,5,140000,0%,Nequi,34,Andrés
V1002,14/06/26,Mateo Díaz,armenia,Tablet,Tecnología,3,1100000,5%,Nequi,23,Felipe
V0012,2026-02-24,Nicolás Quintero,dosquebradas,Impresora,Tecnologia,5,650000,5%,Nequi,48,Luisa
V0397,06/04/2026,Gabriela Muñoz,,Impresora,tecnologia,3,650000,0%,Tarjeta,28,Carlos
V0851,2026-04-30,Laura Gómez,Bogotá,Celular,Tecnología,2,1800000,0.05,Tarjeta,51,Andrés
V0556,03/02/2026,Paula Sánchez,cartago,Mouse,tecnologia,3,$45.00,0.2,Efectivo,37,María
V0043,26/03/2026,Valentina Rodríguez,Cali,Silla ergonómica,OFICINA,3,720000,15%,Daviplata,25,Felipe
V0168,2026/07/20,Juliana Morales,MANIZALES,Teclado,Tecnología,2,120000,5%,Efectivo,28,Luisa
V0417,13/04/26,Natalia Jiménez,bogotá,Tablet,Tecnologia,6,1100000,20%,Nequi,,Andrés
V0577,2026/07/11,Juan López,medellin,Celular,Tecnologia,4,1800000,0%,Transferencia,20,Carlos
V0268,14-04-2026,Mateo Díaz,medellin,Silla ergonómica,Oficina,5,720000,0.2,Daviplata,23,María
V1054,18/01/2026,Valentina Rodríguez,Medellín,Monitor,TECNOLOGÍA,5,850000,0.05,Daviplata,65,Carlos
V0427,2026-05-29,Manuela Cárdenas,MANIZALES,Mochila,ACCESORIOS,1,$140.00,0.2,Nequi,48,Diana
V0691,2026/01/10,Ana Pérez,ARMENIA,Cuaderno,Papelería,2,12000,20%,Daviplata,21,María
V0545,2026/04/02,Gabriela Muñoz,CALI,Laptop,Tecnologia,3,0,0,Daviplata,19,Diana
V1195,08/06/2026,Laura Gómez,Bogota,Mochila,Accesorios,3,$140.00,5%,Transferencia,58,Luisa
V0675,02/04/26,Daniel Moreno,Bogotá,Celular,Tecnologia,5,1800000,20%,Efectivo,22,Carlos
V0690,21/01/2026,Santiago Hernández,medellin,Escritorio,Oficina,3,580000,20%,Efectivo,68,Carlos
V1123,01-06-2026,Ana Pérez,Dosquebradas,Monitor,Tecnología,4,850000,5%,Efectivo,25,María
V1249,02-01-2026,Sebastián Rojas,Bogotá,Teclado,Tecnología,6,120000,20%,Tarjeta,22,Andrés
V0160,29-03-2026,Paula Sánchez,Cali,Mochila,accesorios,6,140000,0%,Efectivo,29,Diana
V1005,22/07/26,Daniel Moreno,Bogota,Escritorio,OFICINA,3,$580.00,5%,Efectivo,69,María
V0258,2026-01-30,Mariana Castro,bogotá,Monitor,Tecnología,2,850000,0.2,Nequi,47,Andrés
V0959,2026-04-10,Alejandro Ortiz,Cali,Mochila,Accesorios,4,140000,0%,Nequi,57,Andrés
V0336,10/01/2026,Nicolás Quintero,MANIZALES,Celular,Tecnología,2,1800000,,Daviplata,21,Felipe
V0980,2026-07-26,Mateo Díaz,Cali,Mouse,TECNOLOGÍA,3,45000,20%,Tarjeta,62,Carlos
V0016,15/01/26,Laura Gómez,Cali,Celular,Tecnología,1,1800000,20%,Daviplata,50,María
V1024,05/01/26,Gabriela Muñoz,BOGOTA,Celular,Tecnología,5,1800000,0%,Nequi,42,Felipe
V0325,29/05/2026,Manuela Cárdenas,MEDELLÍN,Teclado,Tecnología,5,120000,5%,Daviplata,26,Felipe
V0769,26-05-2026,Mariana Castro,Cali,Teclado,tecnologia,6,120000,10%,Daviplata,62,Andrés
V0608,12/01/26,Valentina Rodríguez,armenia,Escritorio,OFICINA,5,580000,15%,Efectivo,40,Diana
V1122,2026/02/05,Andrés Martínez,Manizales,Cuaderno,papeleria,3,12000,0.15,Daviplata,52,Diana
V1010,2026/04/22,Daniel Moreno,Pereira,Teclado,tecnologia,5,120000,0%,Transferencia,27,Felipe
V0946,17/03/2026,Gabriela Muñoz,Medellín,Audífonos,Tecnología,6,180000,0.15,Tarjeta,60,Felipe
V0223,24/06/26,Paula Sánchez,MEDELLÍN,Mochila,accesorios,4,$140.00,0.2,Tarjeta,26,Luisa
V0180,12-06-2026,Felipe Arias,PEREIRA,Escritorio,oficina,6,580000,0%,Tarjeta,33,Carlos
V1099,07/02/26,Sebastián Rojas,Dosquebradas,Impresora,,3,650000,0,Nequi,62,Diana
V0100,17/02/2026,Diego Restrepo,manizales,Celular,Tecnología,4,1800000,15%,Tarjeta,45,Andrés
V0758,2026/07/11,Juliana Morales,dosquebradas,Monitor,Tecnología,5,850000,10%,Transferencia,27,Felipe
V0522,15/07/2026,Mariana Castro,Cali,Tablet,Tecnologia,5,$1.100.000,0%,Tarjeta,67,Carlos
V0762,08/06/2026,Andrés Martínez,CARTAGO,Laptop,Tecnología,2,2500000,5%,Transferencia,44,Carlos
V0023,2026-02-15,Natalia Jiménez,Pereira,Laptop,tecnologia,6,2500000,10%,Efectivo,33,Luisa
V0357,20/05/2026,Camila Torres,Pereira,Tablet,Tecnología,2,1100000,0.05,Efectivo,44,Diana
V0734,20/06/26,Valentina Rodríguez,Dosquebradas,Mochila,Accesorios,6,140000,0%,Transferencia,23,Andrés
V1058,2026-04-28,Sofía Ramírez,medellin,Mouse,tecnologia,6,45000,0.05,Daviplata,59,Felipe
V1192,2026-07-21,Carlos Vargas,cali,Impresora,Tecnología,1,650000,20%,Nequi,18,Diana
V0612,2026-07-24,Andrés Martínez,cartago,Silla ergonómica,Oficina,1,720000,15%,Transferencia,35,Luisa
V1085,2026-01-31,Mateo Díaz,CARTAGO,Cuaderno,PAPELERÍA,4,12000,0.15,Efectivo,24,María
V0341,2026/05/21,Nicolás Quintero,cartago,Silla ergonómica,Oficina,3,720000,0%,Efectivo,19,Luisa
V0432,18/03/26,Alejandro Ortiz,Bogota,Escritorio,OFICINA,1,580000,15%,Nequi,64,Carlos
V0940,09-02-2026,Nicolás Quintero,BOGOTA,Maletín,Accesorios,1,190000,,Nequi,37,Luisa
V0218,05/06/26,Natalia Jiménez,Bogotá,Audífonos,Tecnología,3,180000,10%,Transferencia,,Felipe
V0204,21/05/2026,Juan López,BOGOTA,Mouse,tecnologia,1,45000,10%,Efectivo,59,Luisa
V1028,12/01/26,Pedro Ruiz,Medellín,Silla ergonómica,Oficina,1,720000,15%,Daviplata,34,María
V1152,2026/05/29,Laura Gómez,,Maletín,ACCESORIOS,1,190000,0%,Daviplata,20,Carlos
V0094,05/02/26,Luisa Fernández,Dosquebradas,Mochila,ACCESORIOS,6,$140.00,15%,Efectivo,34,Andrés
V0902,04/05/26,Mateo Díaz,Cali,Monitor,Tecnología,4,0,0.05,Tarjeta,20,María
V0069,19/06/26,Valentina Rodríguez,cali,Mouse,TECNOLOGÍA,2,$45.00,20%,Efectivo,26,Felipe
V1075,2026-06-07,Carlos Vargas,CARTAGO,Laptop,TECNOLOGÍA,3,2500000,15%,Transferencia,45,Andrés
V0285,25-03-2026,Valentina Rodríguez,DOSQUEBRADAS,Mouse,TECNOLOGÍA,3,45000,20%,Transferencia,57,Luisa
V0697,21/07/2026,Felipe Arias,manizales,Impresora,TECNOLOGÍA,4,650000,5%,Transferencia,67,Carlos
V0086,2026/01/22,Natalia Jiménez,dosquebradas,Agenda,Papelería,5,25000,5%,Transferencia,57,Carlos
V0435,2026-06-05,Diego Restrepo,Cali,Cuaderno,Papelería,1,12000,0%,Tarjeta,37,Luisa
V1226,17/01/26,Daniel Moreno,MANIZALES,Mochila,accesorios,2,$140.00,0.05,Efectivo,68,Luisa
V0154,04/06/26,Santiago Hernández,armenia,Celular,TECNOLOGÍA,6,1800000,5%,Nequi,65,Andrés
V0076,23/05/26,Ana Pérez,Manizales,Celular,tecnologia,3,1800000,0,Transferencia,67,Diana
V1109,08/02/2026,Sofía Ramírez,Bogotá,Teclado,Tecnología,3,120000,0.05,Tarjeta,62,
V0790,08/03/26,Camila Torres,cali,Teclado,tecnologia,2,120000,20%,Transferencia,67,María
V0581,13/04/26,Daniel Moreno,cali,Teclado,TECNOLOGÍA,1,120000,10%,Nequi,23,Luisa
V0447,01/05/26,Mateo Díaz,cartago,Laptop,Tecnología,3,2500000,0.05,Efectivo,20,Carlos
V0704,03/06/26,,CARTAGO,Laptop,,1,2500000,0.2,Nequi,41,Andrés
V0189,2026-02-12,Laura Gómez,MEDELLÍN,Mouse,Tecnología,4,45000,0.15,Tarjeta,46,María
V0272,2026-03-01,Luisa Fernández,Pereira,Bolígrafo,papeleria,1,3500,10%,Transferencia,65,Luisa
V0237,2026-03-13,Mateo Díaz,cartago,Celular,Tecnología,1,1800000,20%,Nequi,47,Diana
V0488,2026/03/18,Nicolás Quintero,ARMENIA,Mouse,TECNOLOGÍA,1,45000,0.15,Nequi,45,Andrés
V1232,12-02-2026,Camila Torres,MANIZALES,Bolígrafo,papeleria,1,3500,10%,Nequi,57,Luisa
V0560,2026-05-04,Natalia Jiménez,Cartago,Tablet,Tecnología,6,1100000,15%,Daviplata,68,Felipe
V0118,2026-02-13,Paula Sánchez,armenia,Impresora,tecnologia,5,650000,20%,Nequi,54,Diana
V0638,25-02-2026,Sofía Ramírez,Armenia,Silla ergonómica,oficina,1,720000,0.2,Tarjeta,22,Luisa
V1146,2026/04/04,Pedro Ruiz,,Mouse,TECNOLOGÍA,4,45000,5%,Tarjeta,52,Diana
V0802,09/01/2026,Natalia Jiménez,Armenia,Agenda,Papelería,6,25000,15%,Nequi,58,Andrés
V0751,15-02-2026,Santiago Hernández,Medellín,Audífonos,Tecnología,3,180000,10%,Tarjeta,25,María
V0513,14/04/2026,Santiago Hernández,Cali,Bolígrafo,papeleria,4,$3.50,20%,Daviplata,66,Felipe
V0634,31/03/2026,Nicolás Quintero,manizales,Mouse,Tecnología,6,45000,20%,Daviplata,43,Felipe
V0886,01/01/26,Andrés Martínez,Bogotá,Mouse,TECNOLOGÍA,1,$45.00,20%,Efectivo,18,Diana
V1082,2026-03-26,Ana Pérez,MANIZALES,Audífonos,tecnologia,6,99999999,20%,Daviplata,60,Felipe
V0966,2026-03-09,Manuela Cárdenas,Pereira,Mouse,tecnologia,2,45000,20%,Efectivo,29,María
V0127,2026/01/25,Juliana Morales,PEREIRA,Cuaderno,PAPELERÍA,2,12000,5%,Efectivo,46,Carlos
V0791,2026/01/07,Santiago Hernández,cali,Mouse,TECNOLOGÍA,5,$45.00,20%,Efectivo,40,Luisa
V0830,08-05-2026,Gabriela Muñoz,medellin,Escritorio,Oficina,2,580000,0.2,Tarjeta,56,Felipe
V0117,2026-05-06,Felipe Arias,cartago,Silla ergonómica,oficina,6,720000,20%,Tarjeta,44,Felipe
V0474,2026/06/20,Paula Sánchez,bogotá,Audífonos,Tecnologia,6,180000,20%,Nequi,38,Carlos
V0741,2026/01/06,Mateo Díaz,dosquebradas,Bolígrafo,Papelería,4,3500,20%,Efectivo,33,Felipe
V1111,2026/05/13,Paula Sánchez,PEREIRA,Escritorio,Oficina,4,580000,0.15,Efectivo,29,Diana
V0058,2026-07-04,Sofía Ramírez,dosquebradas,Laptop,Tecnologia,2,,0.15,Daviplata,34,Carlos
V0604,15-06-2026,Sebastián Rojas,CARTAGO,Bolígrafo,PAPELERÍA,6,3500,0%,tarjeta,66,Felipe
V0787,12/05/26,Sofía Ramírez,Bogotá,Maletín,Accesorios,3,190000,0,Daviplata,38,Carlos
V0831,18/05/26,Camila Torres,,Laptop,Tecnología,1,2500000,10%,Nequi,28,Luisa
V0120,2026/05/20,Gabriela Muñoz,Cali,Celular,TECNOLOGÍA,3,1800000,10%,Nequi,32,Andrés
V0657,23/07/2026,Luisa Fernández,MANIZALES,Tablet,Tecnología,4,1100000,0.2,Efectivo,49,Andrés
V1025,17/05/2026,Valentina Rodríguez,armenia,Cuaderno,Papelería,3,12000,0%,Nequi,26,Felipe
V0670,03/07/26,Nicolás Quintero,MEDELLÍN,Impresora,tecnologia,2,,10%,Transferencia,59,Felipe
V0106,07-05-2026,Gabriela Muñoz,CARTAGO,Bolígrafo,Papelería,1,3500,10%,Nequi,57,Felipe
V0636,09/01/2026,Sofía Ramírez,Dosquebradas,Maletín,ACCESORIOS,5,190000,10%,Efectivo,51,Carlos
V0370,2026-01-20,Mariana Castro,Pereira,Maletín,Accesorios,6,190000,0.15,Transferencia,67,Carlos
V0269,30-05-2026,Natalia Jiménez,Medellín,Bolígrafo,Papelería,2,3500,20%,Efectivo,47,Felipe
V0656,2026/05/20,Valentina Rodríguez,Pereira,Cuaderno,PAPELERÍA,4,12000,20%,Daviplata,55,Carlos
V0820,22/01/2026,Gabriela Muñoz,cali,Escritorio,oficina,3,$580.00,,Nequi,60,Diana
V0823,18/05/2026,Paula Sánchez,MANIZALES,Impresora,Tecnología,3,650000,0%,Nequi,59,Felipe
V1050,2026/07/02,Ana Pérez,Medellín,Bolígrafo,Papelería,5,3500,0.1,Tarjeta,23,María
V0047,09/07/26,,Manizales,Escritorio,oficina,-1,580000,5%,Transferencia,53,Diana
V0350,2026/06/25,,cartago,Audífonos,Tecnología,6,180000,0.15,Tarjeta,34,Luisa
V1101,24-04-2026,Mariana Castro,DOSQUEBRADAS,Mouse,Tecnología,3,45000,0.15,Daviplata,57,María
V0877,25/03/2026,Sofía Ramírez,PEREIRA,Laptop,TECNOLOGÍA,5,2500000,15%,Daviplata,58,Felipe
V0774,2026-06-16,Camila Torres,Manizales,Maletín,accesorios,2,190000,5%,Efectivo,53,María
V0196,10/03/2026,Andrés Martínez,CALI,Monitor,TECNOLOGÍA,5,850000,0,Daviplata,42,Carlos
V0103,2026/06/04,Santiago Hernández,Bogotá,Laptop,tecnologia,2,2500000,15%,Nequi,51,Felipe
V0005,2026/06/13,Laura Gómez,CALI,Audífonos,tecnologia,6,180000,20%,Nequi,70,Luisa
V0620,28/04/2026,Manuela Cárdenas,CARTAGO,Maletín,,2,190000,15%,Tarjeta,51,María
V0572,07/06/26,Nicolás Quintero,Pereira,Laptop,Tecnologia,2,2500000,0%,Efectivo,65,Diana
V0053,2026-06-09,Manuela Cárdenas,cali,Celular,TECNOLOGÍA,4,1800000,0.15,Daviplata,46,Carlos
V0264,2026/04/05,Pedro Ruiz,MANIZALES,Audífonos,TECNOLOGÍA,2,180000,0%,Daviplata,47,Felipe
V1162,26-01-2026,Alejandro Ortiz,PEREIRA,Teclado,Tecnología,6,120000,0.2,Tarjeta,68,Luisa
V0444,2026-06-03,Juliana Morales,MEDELLÍN,Bolígrafo,papeleria,6,0,0%,Daviplata,41,Luisa
V1062,2026/01/18,Camila Torres,cali,Impresora,tecnologia,2,650000,0,Tarjeta,49,Diana
V0783,03/05/2026,Mariana Castro,Dosquebradas,Agenda,Papelería,6,25000,20%,Tarjeta,62,Diana
V0838,2026-03-08,Sebastián Rojas,dosquebradas,Cuaderno,PAPELERÍA,4,12000,0.2,Efectivo,59,Luisa
V1160,01/06/2026,Ana Pérez,Medellín,Teclado,TECNOLOGÍA,6,120000,20%,Transferencia,33,Felipe
V0692,2026-01-28,Manuela Cárdenas,dosquebradas,Celular,tecnologia,1,1800000,20%,Tarjeta,41,Andrés
V0305,2026-04-27,Nicolás Quintero,Dosquebradas,Celular,Tecnología,1,1800000,0.2,Nequi,67,Felipe
V0342,2026/06/10,Diego Restrepo,pereira,Teclado,Tecnología,4,,0.2,Transferencia,21,Andrés
V0984,2026/07/28,Paula Sánchez,medellin,Agenda,Papelería,2,25000,10%,Nequi,55,María
V0314,2026-01-10,Santiago Hernández,Pereira,Audífonos,Tecnología,6,180000,20%,Transferencia,70,Felipe
V0150,2026-03-05,Ana Pérez,manizales,Bolígrafo,PAPELERÍA,6,3500,0%,Transferencia,65,Carlos
V0125,26/05/26,Paula Sánchez,Manizales,Audífonos,Tecnología,5,180000,0%,Transferencia,51,María
V1119,12/05/26,Valentina Rodríguez,ARMENIA,Audífonos,Tecnología,1,180000,0.15,Nequi,41,Felipe
V0575,07-06-2026,Valentina Rodríguez,Bogota,Laptop,Tecnología,4,2500000,10%,Efectivo,43,Luisa
V0698,15-04-2026,Mariana Castro,CARTAGO,Mouse,Tecnología,0,45000,0.2,Efectivo,29,Carlos
V0665,2026-01-02,Mateo Díaz,Pereira,Maletín,Accesorios,4,190000,20%,Nequi,25,Carlos
V0051,2026/06/16,Nicolás Quintero,bogotá,Silla ergonómica,OFICINA,4,720000,10%,Nequi,23,Diana
V1245,28/06/2026,,DOSQUEBRADAS,Silla ergonómica,oficina,4,720000,0.05,Efectivo,29,Luisa
V0727,24-01-2026,Nicolás Quintero,cartago,Monitor,TECNOLOGÍA,5,850000,5%,Daviplata,21,Carlos
V0800,03/07/2026,Nicolás Quintero,Bogotá,Cuaderno,Papelería,1,12000,15%,Transferencia,,Felipe
V0834,27/01/26,Juan López,Cali,Impresora,TECNOLOGÍA,3,650000,0.2,Daviplata,36,Diana
V0354,19-06-2026,Diego Restrepo,manizales,Cuaderno,Papelería,1,12000,0,Efectivo,0,María
V1225,28-01-2026,Camila Torres,CARTAGO,Tablet,tecnologia,5,1100000,20%,Transferencia,58,Felipe
V0143,2026-05-15,Valentina Rodríguez,cartago,Laptop,Tecnología,1,2500000,0%,Daviplata,58,Diana
V0471,08/06/26,Sofía Ramírez,DOSQUEBRADAS,Bolígrafo,papeleria,6,3500,15%,Daviplata,30,Felipe
V0883,08/03/2026,Pedro Ruiz,Pereira,Celular,Tecnología,4,1800000,0,Efectivo,60,María
V0654,05/05/26,Mateo Díaz,BOGOTA,Cuaderno,Papelería,3,12000,10%,Efectivo,51,Luisa
V0400,2026-01-11,Felipe Arias,cali,Impresora,TECNOLOGÍA,2,$650.00,20%,Efectivo,32,Carlos
V1027,27/05/2026,Juliana Morales,Armenia,Silla ergonómica,oficina,3,720000,15%,Nequi,36,Andrés
V1222,12/07/2026,Santiago Hernández,manizales,Celular,tecnologia,3,$1.800.000,5%,Efectivo,,Carlos
V0321,2026/07/22,Pedro Ruiz,PEREIRA,Monitor,Tecnologia,6,850000,20%,Efectivo,60,Luisa
V0020,2026-03-14,Laura Gómez,dosquebradas,Audífonos,Tecnología,5,180000,5%,Tarjeta,49,Andrés
V0685,2026-04-23,Juan López,MANIZALES,Agenda,Papelería,6,$25.00,0.15,Nequi,35,Carlos
V0036,27/02/2026,Camila Torres,CARTAGO,Celular,Tecnología,6,1800000,0,Daviplata,,María
V0825,2026/07/06,Sofía Ramírez,Cali,Maletín,accesorios,1,190000,0.2,Daviplata,31,Diana
V0903,2026/02/03,Manuela Cárdenas,Bogotá,Teclado,Tecnologia,6,120000,20%,Tarjeta,19,Andrés
V0506,05/04/2026,Valentina Rodríguez,Cali,Monitor,TECNOLOGÍA,3,850000,0.05,Transferencia,63,Felipe
V0828,2026-07-01,Luisa Fernández,Manizales,Teclado,Tecnología,4,120000,10%,Tarjeta,59,Felipe
V1140,2026-02-28,Ana Pérez,cartago,Celular,Tecnología,4,1800000,0%,,69,Felipe
V0408,28-06-2026,Sofía Ramírez,Medellín,Cuaderno,papeleria,6,12000,10%,Efectivo,51,Felipe
V0921,2026-04-22,Felipe Arias,Dosquebradas,Impresora,Tecnologia,5,650000,0.1,Efectivo,56,María
V0818,09/03/26,Daniel Moreno,MANIZALES,Monitor,Tecnología,6,850000,0.15,Efectivo,28,Luisa
V0867,08-07-2026,,medellin,Teclado,Tecnología,4,120000,15%,Efectivo,58,María
V0538,2026/06/12,Manuela Cárdenas,pereira,Impresora,TECNOLOGÍA,6,650000,10%,Daviplata,33,Luisa
